target,lang,task,first_status,last_status,passed_round,rounds_used,tokens,time_s
laguna,c,itoa,pass,pass,1,1,428,4.3
laguna,c,max_subarray,pass,pass,1,1,102,1.0
laguna,c,parse_csv_ints,pass,pass,1,1,163,1.6
laguna,c,popcount,pass,pass,1,1,56,0.6
laguna,c,reverse_string,pass,pass,1,1,93,0.9
laguna,c,ring,pass,pass,1,1,224,2.2
laguna,c,rot13,pass,pass,1,1,100,1.0
laguna,c,rpn_eval,wrong_answer,pass,2,2,469,4.7
laguna,c,stack,pass,pass,1,1,168,1.7
laguna,c,trim,compile_error,pass,2,2,338,3.6
laguna,python,csv_column_sum,fail,pass,2,2,158,1.4
laguna,python,deep_get,pass,pass,1,1,69,0.6
laguna,python,flatten,pass,pass,1,1,35,0.4
laguna,python,is_valid_ipv4,pass,pass,1,1,107,0.9
laguna,python,json_diff,pass,pass,1,1,204,1.6
laguna,python,lru_cache,pass,pass,1,1,154,1.2
laguna,python,merge_intervals,pass,pass,1,1,118,0.9
laguna,python,parse_json_safely,pass,pass,1,1,45,0.4
laguna,python,run_length_encode,pass,pass,1,1,107,0.9
laguna,python,top_k_words,pass,pass,1,1,91,0.7
laguna,python,topological_sort,pass,pass,1,1,253,1.9
laguna-mlx,bash,backup_rotate,fail,pass,2,2,499,4.5
laguna-mlx,bash,count_matches,fail,fail,0,5,255,2.8
laguna-mlx,bash,csv_col,pass,pass,1,1,160,1.5
laguna-mlx,bash,extract_urls,fail,fail,0,5,219,2.5
laguna-mlx,bash,find_dupes,fail,fail,0,5,987,9.2
laguna-mlx,bash,json_get,pass,pass,1,1,42,0.5
laguna-mlx,bash,largest_file,fail,pass,2,2,109,1.2
laguna-mlx,bash,retry3,fail,pass,3,3,183,1.9
laguna-mlx,bash,rotate,pass,pass,1,1,74,0.8
laguna-mlx,bash,sum_stdin,pass,pass,1,1,60,0.6
laguna-mlx,bash,top_errors,fail,fail,0,5,642,6.2
laguna-mlx,c,atoi_strict,pass,pass,1,1,250,2.1
laguna-mlx,c,binary_search,pass,pass,1,1,142,1.2
laguna-mlx,c,bswap32,pass,pass,1,1,130,1.1
laguna-mlx,c,cmp_desc,pass,pass,1,1,76,0.7
laguna-mlx,c,count_words,pass,pass,1,1,118,1.0
laguna-mlx,c,csv_field,compile_error,compile_error,0,5,2352,21.7
laguna-mlx,c,fizzbuzz,pass,pass,1,1,127,1.1
laguna-mlx,c,glob_match,compile_error,compile_error,0,5,1207,10.9
laguna-mlx,c,is_prime,pass,pass,1,1,129,1.1
laguna-mlx,c,itoa,compile_error,compile_error,0,5,1999,18.1
laguna-mlx,c,max_subarray,pass,pass,1,1,137,1.1
laguna-mlx,c,parse_csv_ints,compile_error,pass,2,2,487,4.3
laguna-mlx,c,popcount,pass,pass,1,1,56,0.6
laguna-mlx,c,reverse_string,pass,pass,1,1,105,1.0
laguna-mlx,c,ring,compile_error,pass,2,2,280,2.5
laguna-mlx,c,rot13,pass,pass,1,1,128,1.1
laguna-mlx,c,rpn_eval,wrong_answer,wrong_answer,0,5,1160,10.2
laguna-mlx,c,stack,pass,pass,1,1,168,1.5
laguna-mlx,c,trim,wrong_answer,wrong_answer,0,5,970,8.4
laguna-mlx,python,csv_column_sum,pass,pass,1,1,83,0.8
laguna-mlx,python,deep_get,pass,pass,1,1,67,0.7
laguna-mlx,python,flatten,pass,pass,1,1,52,0.6
laguna-mlx,python,is_valid_ipv4,pass,pass,1,1,107,1.0
laguna-mlx,python,json_diff,fail,pass,2,2,391,3.6
laguna-mlx,python,lru_cache,pass,pass,1,1,163,1.5
laguna-mlx,python,merge_intervals,pass,pass,1,1,118,1.1
laguna-mlx,python,parse_json_safely,pass,pass,1,1,45,0.5
laguna-mlx,python,run_length_encode,pass,pass,1,1,116,1.1
laguna-mlx,python,top_k_words,pass,pass,1,1,91,0.9
laguna-mlx,python,topological_sort,pass,pass,1,1,219,1.9
laguna21,bash,backup_rotate,fail,fail,0,5,779,7.3
laguna21,bash,count_matches,fail,fail,0,5,240,2.5
laguna21,bash,csv_col,pass,pass,1,1,214,1.8
laguna21,bash,extract_urls,fail,fail,0,5,180,2.1
laguna21,bash,find_dupes,pass,pass,1,1,235,2.2
laguna21,bash,json_get,pass,pass,1,1,47,0.5
laguna21,bash,largest_file,fail,pass,3,3,152,1.6
laguna21,bash,retry3,pass,pass,1,1,60,0.6
laguna21,bash,rotate,pass,pass,1,1,98,0.9
laguna21,bash,sum_stdin,pass,pass,1,1,69,0.7
laguna21,bash,top_errors,fail,pass,4,4,451,4.4
laguna21,c,atoi_strict,pass,pass,1,1,182,1.5
laguna21,c,binary_search,pass,pass,1,1,141,1.1
laguna21,c,bswap32,pass,pass,1,1,128,1.0
laguna21,c,cmp_desc,wrong_answer,pass,2,2,116,1.1
laguna21,c,count_words,pass,pass,1,1,120,1.0
laguna21,c,csv_field,wrong_answer,pass,3,3,1222,10.3
laguna21,c,fizzbuzz,pass,pass,1,1,98,0.8
laguna21,c,glob_match,compile_error,pass,2,2,467,4.0
laguna21,c,is_prime,pass,pass,1,1,118,1.0
laguna21,c,itoa,pass,pass,1,1,293,2.3
laguna21,c,max_subarray,pass,pass,1,1,125,1.0
laguna21,c,parse_csv_ints,pass,pass,1,1,178,1.4
laguna21,c,popcount,link_error,pass,4,4,542,4.8
laguna21,c,reverse_string,pass,pass,1,1,149,1.3
laguna21,c,ring,pass,pass,1,1,222,1.7
laguna21,c,rot13,pass,pass,1,1,101,0.9
laguna21,c,rpn_eval,wrong_answer,wrong_answer,0,5,1259,10.7
laguna21,c,stack,pass,pass,1,1,165,1.4
laguna21,c,trim,compile_error,pass,2,2,484,4.2
laguna21,python,csv_column_sum,pass,pass,1,1,114,1.0
laguna21,python,deep_get,pass,pass,1,1,67,0.7
laguna21,python,flatten,pass,pass,1,1,50,0.5
laguna21,python,is_valid_ipv4,pass,pass,1,1,105,0.9
laguna21,python,json_diff,pass,pass,1,1,309,2.6
laguna21,python,lru_cache,pass,pass,1,1,152,1.4
laguna21,python,merge_intervals,pass,pass,1,1,165,1.4
laguna21,python,parse_json_safely,pass,pass,1,1,43,0.4
laguna21,python,run_length_encode,pass,pass,1,1,114,1.0
laguna21,python,top_k_words,pass,pass,1,1,87,0.8
laguna21,python,topological_sort,pass,pass,1,1,210,1.8
llama33,bash,backup_rotate,fail,pass,2,2,231,31.1
llama33,bash,count_matches,fail,pass,2,2,71,10.5
llama33,bash,csv_col,fail,fail,0,5,586,79.2
llama33,bash,extract_urls,fail,pass,2,2,68,10.4
llama33,bash,find_dupes,fail,fail,0,5,725,96.7
llama33,bash,json_get,pass,pass,1,1,35,4.9
llama33,bash,largest_file,fail,pass,2,2,113,17.3
llama33,bash,retry3,fail,fail,0,5,330,44.5
llama33,bash,rotate,pass,pass,1,1,104,13.4
llama33,bash,sum_stdin,pass,pass,1,1,68,9.1
llama33,bash,top_errors,fail,fail,0,5,460,60.6
llama33,c,atoi_strict,compile_error,pass,3,3,521,88.1
llama33,c,binary_search,pass,pass,1,1,115,17.1
llama33,c,bswap32,pass,pass,1,1,90,13.7
llama33,c,cmp_desc,pass,pass,1,1,67,10.8
llama33,c,count_words,pass,pass,1,1,84,12.4
llama33,c,csv_field,wrong_answer,wrong_answer,0,5,1635,292.5
llama33,c,fizzbuzz,pass,pass,1,1,87,12.9
llama33,c,glob_match,pass,pass,1,1,164,26.9
llama33,c,is_prime,pass,pass,1,1,64,9.4
llama33,c,itoa,wrong_answer,wrong_answer,0,5,1181,182.9
llama33,c,max_subarray,pass,pass,1,1,104,15.2
llama33,c,parse_csv_ints,pass,pass,1,1,138,20.7
llama33,c,popcount,pass,pass,1,1,46,7.3
llama33,c,reverse_string,pass,pass,1,1,69,15.8
llama33,c,ring,pass,pass,1,1,189,30.0
llama33,c,rot13,pass,pass,1,1,80,12.1
llama33,c,rpn_eval,pass,pass,1,1,228,38.1
llama33,c,stack,pass,pass,1,1,132,19.6
llama33,c,trim,compile_error,pass,4,4,649,102.5
llama33,python,csv_column_sum,fail,pass,2,2,181,29.9
llama33,python,deep_get,pass,pass,1,1,56,9.3
llama33,python,flatten,pass,pass,1,1,22,4.4
llama33,python,is_valid_ipv4,pass,pass,1,1,89,15.7
llama33,python,json_diff,pass,pass,1,1,183,25.5
llama33,python,lru_cache,pass,pass,1,1,125,18.0
llama33,python,merge_intervals,pass,pass,1,1,97,16.9
llama33,python,parse_json_safely,pass,pass,1,1,36,7.0
llama33,python,run_length_encode,pass,pass,1,1,101,16.5
llama33,python,top_k_words,pass,pass,1,1,66,11.8
llama33,python,topological_sort,pass,pass,1,1,223,32.9
north,bash,backup_rotate,no_code,no_code,0,5,5120,65.3
north,bash,count_matches,pass,pass,1,1,389,4.9
north,bash,csv_col,no_code,no_code,0,5,5120,65.2
north,bash,extract_urls,fail,fail,0,5,4011,51.4
north,bash,find_dupes,no_code,no_code,0,5,5120,65.4
north,bash,json_get,pass,pass,1,1,539,6.8
north,bash,largest_file,fail,no_code,0,5,4841,61.7
north,bash,retry3,pass,pass,1,1,696,8.9
north,bash,rotate,pass,pass,1,1,437,5.6
north,bash,sum_stdin,pass,pass,1,1,672,8.5
north,bash,top_errors,no_code,no_code,0,5,5120,65.3
north,c,atoi_strict,no_code,no_code,0,5,5120,66.0
north,c,binary_search,pass,pass,1,1,479,5.7
north,c,bswap32,pass,pass,1,1,373,4.6
north,c,cmp_desc,pass,pass,1,1,543,6.8
north,c,count_words,pass,pass,1,1,330,3.9
north,c,csv_field,no_code,no_code,0,5,5120,66.2
north,c,fizzbuzz,pass,pass,1,1,639,7.6
north,c,glob_match,no_code,pass,3,3,2735,35.3
north,c,is_prime,pass,pass,1,1,287,3.5
north,c,itoa,no_code,no_code,0,5,5120,64.3
north,c,max_subarray,pass,pass,1,1,588,7.0
north,c,parse_csv_ints,pass,pass,1,1,940,11.9
north,c,popcount,pass,pass,1,1,243,2.8
north,c,reverse_string,pass,pass,1,1,412,8.6
north,c,ring,compile_error,pass,2,2,1918,24.9
north,c,rot13,pass,pass,1,1,329,4.0
north,c,rpn_eval,no_code,no_code,0,5,5120,65.8
north,c,stack,pass,pass,1,1,589,7.5
north,c,trim,pass,pass,1,1,646,8.0
north,python,csv_column_sum,fail,pass,2,2,874,11.3
north,python,deep_get,no_code,no_code,0,5,5120,64.8
north,python,flatten,pass,pass,1,1,308,8.5
north,python,is_valid_ipv4,no_code,pass,4,4,4061,50.7
north,python,json_diff,no_code,no_code,0,5,5120,65.3
north,python,lru_cache,pass,pass,1,1,1008,12.9
north,python,merge_intervals,pass,pass,1,1,447,5.6
north,python,parse_json_safely,pass,pass,1,1,543,5.8
north,python,run_length_encode,pass,pass,1,1,276,3.5
north,python,top_k_words,pass,pass,1,1,646,7.9
north,python,topological_sort,no_code,no_code,0,5,5120,65.1
ollama,bash,backup_rotate,no_code,no_code,0,5,5120,139.7
ollama,bash,count_matches,pass,pass,1,1,569,15.7
ollama,bash,csv_col,pass,pass,1,1,472,13.9
ollama,bash,extract_urls,fail,no_code,0,5,4250,123.5
ollama,bash,find_dupes,no_code,no_code,0,5,5120,145.5
ollama,bash,json_get,pass,pass,1,1,637,16.7
ollama,bash,largest_file,fail,fail,0,5,4396,121.1
ollama,bash,retry3,pass,pass,1,1,452,12.3
ollama,bash,rotate,pass,pass,1,1,338,9.1
ollama,bash,sum_stdin,pass,pass,1,1,736,20.1
ollama,bash,top_errors,no_code,no_code,0,5,5120,147.2
ollama,c,atoi_strict,compile_error,pass,2,2,1685,58.0
ollama,c,binary_search,pass,pass,1,1,476,14.7
ollama,c,bswap32,pass,pass,1,1,694,22.3
ollama,c,cmp_desc,wrong_answer,pass,2,2,1120,44.3
ollama,c,count_words,pass,pass,1,1,516,18.2
ollama,c,csv_field,no_code,no_code,0,5,5120,190.6
ollama,c,fizzbuzz,pass,pass,1,1,615,19.7
ollama,c,glob_match,no_code,pass,3,3,2260,80.7
ollama,c,is_prime,pass,pass,1,1,584,19.9
ollama,c,itoa,no_code,no_code,0,5,5120,185.0
ollama,c,max_subarray,pass,pass,1,1,539,17.7
ollama,c,parse_csv_ints,compile_error,pass,2,2,1571,57.8
ollama,c,popcount,pass,pass,1,1,844,29.2
ollama,c,reverse_string,pass,pass,1,1,342,12.0
ollama,c,ring,compile_error,pass,2,2,1426,49.3
ollama,c,rot13,pass,pass,1,1,862,28.7
ollama,c,rpn_eval,no_code,pass,2,2,2027,70.5
ollama,c,stack,pass,pass,1,1,436,13.9
ollama,c,trim,no_code,pass,4,4,4096,145.2
ollama,python,csv_column_sum,fail,pass,2,2,689,20.3
ollama,python,deep_get,pass,pass,1,1,569,15.2
ollama,python,flatten,pass,pass,1,1,159,4.8
ollama,python,is_valid_ipv4,fail,pass,2,2,1407,37.9
ollama,python,json_diff,no_code,no_code,0,5,5120,147.2
ollama,python,lru_cache,pass,pass,1,1,939,26.3
ollama,python,merge_intervals,pass,pass,1,1,676,16.0
ollama,python,parse_json_safely,pass,pass,1,1,371,10.1
ollama,python,run_length_encode,pass,pass,1,1,370,10.0
ollama,python,top_k_words,pass,pass,1,1,448,11.5
ollama,python,topological_sort,no_code,no_code,0,5,5120,142.8
ornith,bash,backup_rotate,pass,pass,1,1,196,2.6
ornith,bash,count_matches,pass,pass,1,1,94,1.3
ornith,bash,csv_col,pass,pass,1,1,169,2.2
ornith,bash,extract_urls,fail,fail,0,5,244,4.1
ornith,bash,find_dupes,fail,fail,0,5,2317,29.7
ornith,bash,json_get,pass,pass,1,1,44,0.7
ornith,bash,largest_file,fail,fail,0,5,280,4.1
ornith,bash,retry3,pass,pass,1,1,78,1.1
ornith,bash,rotate,pass,pass,1,1,97,1.4
ornith,bash,sum_stdin,pass,pass,1,1,68,1.0
ornith,bash,top_errors,pass,pass,1,1,199,2.6
ornith,c,atoi_strict,compile_error,pass,2,2,334,4.1
ornith,c,binary_search,pass,pass,1,1,119,1.5
ornith,c,bswap32,pass,pass,1,1,89,1.2
ornith,c,cmp_desc,wrong_answer,pass,3,3,292,3.8
ornith,c,count_words,pass,pass,1,1,102,1.3
ornith,c,csv_field,compile_error,wrong_answer,0,5,1789,20.8
ornith,c,fizzbuzz,compile_error,pass,2,2,200,2.6
ornith,c,glob_match,pass,pass,1,1,179,2.1
ornith,c,is_prime,pass,pass,1,1,123,1.5
ornith,c,itoa,wrong_answer,pass,2,2,570,6.6
ornith,c,max_subarray,pass,pass,1,1,109,1.4
ornith,c,parse_csv_ints,pass,pass,1,1,204,2.4
ornith,c,popcount,pass,pass,1,1,55,0.8
ornith,c,reverse_string,compile_error,pass,2,2,190,2.6
ornith,c,ring,compile_error,pass,2,2,400,4.8
ornith,c,rot13,pass,pass,1,1,113,1.4
ornith,c,rpn_eval,compile_error,pass,2,2,474,5.6
ornith,c,stack,pass,pass,1,1,161,2.0
ornith,c,trim,compile_error,wrong_answer,0,5,716,8.9
ornith,python,csv_column_sum,pass,pass,1,1,51,0.8
ornith,python,deep_get,pass,pass,1,1,62,0.9
ornith,python,flatten,pass,pass,1,1,24,2.4
ornith,python,is_valid_ipv4,pass,pass,1,1,98,1.3
ornith,python,json_diff,fail,fail,0,5,788,10.8
ornith,python,lru_cache,pass,pass,1,1,168,2.2
ornith,python,merge_intervals,pass,pass,1,1,109,1.5
ornith,python,parse_json_safely,pass,pass,1,1,42,0.6
ornith,python,run_length_encode,pass,pass,1,1,76,1.1
ornith,python,top_k_words,pass,pass,1,1,73,1.0
ornith,python,topological_sort,pass,pass,1,1,286,3.5
qwen27,bash,backup_rotate,pass,pass,1,1,244,10.7
qwen27,bash,count_matches,pass,pass,1,1,80,3.6
qwen27,bash,csv_col,fail,fail,0,5,600,28.4
qwen27,bash,extract_urls,fail,fail,0,5,241,11.8
qwen27,bash,find_dupes,fail,fail,0,5,1750,80.2
qwen27,bash,json_get,pass,pass,1,1,89,4.2
qwen27,bash,largest_file,fail,fail,0,5,324,15.5
qwen27,bash,retry3,pass,pass,1,1,94,4.2
qwen27,bash,rotate,pass,pass,1,1,58,2.8
qwen27,bash,sum_stdin,pass,pass,1,1,163,7.2
qwen27,bash,top_errors,pass,pass,1,1,176,7.9
qwen27,c,atoi_strict,pass,pass,1,1,220,9.1
qwen27,c,binary_search,pass,pass,1,1,159,5.8
qwen27,c,bswap32,pass,pass,1,1,120,4.7
qwen27,c,cmp_desc,pass,pass,1,1,100,4.1
qwen27,c,count_words,pass,pass,1,1,128,4.7
qwen27,c,csv_field,wrong_answer,wrong_answer,0,5,2450,124.5
qwen27,c,fizzbuzz,pass,pass,1,1,103,3.9
qwen27,c,glob_match,wrong_answer,pass,2,2,410,17.6
qwen27,c,is_prime,pass,pass,1,1,132,5.1
qwen27,c,itoa,pass,pass,1,1,270,10.1
qwen27,c,max_subarray,pass,pass,1,1,106,4.0
qwen27,c,parse_csv_ints,pass,pass,1,1,209,8.2
qwen27,c,popcount,compile_error,pass,2,2,85,4.4
qwen27,c,reverse_string,pass,pass,1,1,117,6.0
qwen27,c,ring,pass,pass,1,1,215,8.8
qwen27,c,rot13,pass,pass,1,1,145,6.1
qwen27,c,rpn_eval,pass,pass,1,1,308,13.3
qwen27,c,stack,pass,pass,1,1,157,7.3
qwen27,c,trim,wrong_answer,pass,2,2,469,19.0
qwen27,python,csv_column_sum,pass,pass,1,1,132,5.7
qwen27,python,deep_get,pass,pass,1,1,65,3.0
qwen27,python,flatten,pass,pass,1,1,50,2.2
qwen27,python,is_valid_ipv4,pass,pass,1,1,177,7.8
qwen27,python,json_diff,pass,pass,1,1,584,24.5
qwen27,python,lru_cache,pass,pass,1,1,241,10.1
qwen27,python,merge_intervals,pass,pass,1,1,113,5.0
qwen27,python,parse_json_safely,pass,pass,1,1,43,2.0
qwen27,python,run_length_encode,pass,pass,1,1,107,4.7
qwen27,python,top_k_words,pass,pass,1,1,90,4.1
qwen27,python,topological_sort,pass,pass,1,1,315,13.3
qwen3-30b,bash,backup_rotate,no_code,no_code,0,5,20480,240.8
qwen3-30b,bash,count_matches,pass,pass,1,1,1540,20.5
qwen3-30b,bash,csv_col,pass,pass,1,1,2391,27.1
qwen3-30b,bash,extract_urls,fail,pass,5,5,15202,188.1
qwen3-30b,bash,find_dupes,no_code,no_code,0,5,20480,252.1
qwen3-30b,bash,json_get,no_code,pass,2,2,7151,82.9
qwen3-30b,bash,largest_file,fail,fail,0,5,14288,211.3
qwen3-30b,bash,retry3,no_code,no_code,0,5,18921,239.0
qwen3-30b,bash,rotate,pass,pass,1,1,2197,24.5
qwen3-30b,bash,sum_stdin,pass,pass,1,1,2704,31.2
qwen3-30b,bash,top_errors,no_code,no_code,0,5,20480,246.4
qwen3-30b,c,atoi_strict,compile_error,pass,2,2,5314,58.7
qwen3-30b,c,binary_search,pass,pass,1,1,284,2.8
qwen3-30b,c,bswap32,pass,pass,1,1,2316,24.8
qwen3-30b,c,cmp_desc,pass,pass,1,1,4096,46.3
qwen3-30b,c,count_words,pass,pass,1,1,883,9.0
qwen3-30b,c,csv_field,no_code,no_code,0,5,20480,293.7
qwen3-30b,c,fizzbuzz,compile_error,pass,2,2,3204,34.4
qwen3-30b,c,glob_match,pass,pass,1,1,2674,29.0
qwen3-30b,c,is_prime,pass,pass,1,1,2369,25.1
qwen3-30b,c,itoa,no_code,pass,4,4,16259,181.7
qwen3-30b,c,max_subarray,pass,pass,1,1,272,2.7
qwen3-30b,c,parse_csv_ints,pass,pass,1,1,2877,31.2
qwen3-30b,c,popcount,pass,pass,1,1,994,10.2
qwen3-30b,c,reverse_string,compile_error,pass,2,2,3586,41.8
qwen3-30b,c,ring,pass,pass,1,1,914,9.4
qwen3-30b,c,rot13,pass,pass,1,1,3129,34.3
qwen3-30b,c,rpn_eval,no_code,pass,5,5,19995,245.9
qwen3-30b,c,stack,pass,pass,1,1,437,4.5
qwen3-30b,c,trim,no_code,wrong_answer,0,5,17079,191.0
qwen3-30b,python,csv_column_sum,pass,pass,1,1,2770,41.8
qwen3-30b,python,deep_get,no_code,pass,2,2,7476,111.5
qwen3-30b,python,flatten,pass,pass,1,1,719,9.7
qwen3-30b,python,is_valid_ipv4,pass,pass,1,1,3734,56.5
qwen3-30b,python,json_diff,no_code,no_code,0,5,20480,313.0
qwen3-30b,python,lru_cache,pass,pass,1,1,1519,24.2
qwen3-30b,python,merge_intervals,pass,pass,1,1,425,5.8
qwen3-30b,python,parse_json_safely,pass,pass,1,1,113,1.6
qwen3-30b,python,run_length_encode,pass,pass,1,1,286,3.7
qwen3-30b,python,top_k_words,pass,pass,1,1,2884,41.8
qwen3-30b,python,topological_sort,no_code,no_code,0,5,20480,326.8
qwen35,bash,backup_rotate,pass,pass,1,1,201,2.3
qwen35,bash,count_matches,fail,pass,2,2,155,2.0
qwen35,bash,csv_col,pass,pass,1,1,187,2.1
qwen35,bash,extract_urls,fail,fail,0,5,240,3.2
qwen35,bash,find_dupes,pass,pass,1,1,376,4.0
qwen35,bash,json_get,pass,pass,1,1,47,0.7
qwen35,bash,largest_file,fail,fail,0,5,297,4.0
qwen35,bash,retry3,pass,pass,1,1,131,1.5
qwen35,bash,rotate,pass,pass,1,1,72,0.9
qwen35,bash,sum_stdin,pass,pass,1,1,106,1.2
qwen35,bash,top_errors,fail,fail,0,5,1584,17.9
qwen35,c,atoi_strict,compile_error,pass,2,2,504,5.1
qwen35,c,binary_search,pass,pass,1,1,130,1.3
qwen35,c,bswap32,pass,pass,1,1,118,1.3
qwen35,c,cmp_desc,wrong_answer,wrong_answer,0,5,370,3.9
qwen35,c,count_words,compile_error,pass,3,3,390,3.9
qwen35,c,csv_field,compile_error,wrong_answer,0,5,4464,43.3
qwen35,c,fizzbuzz,pass,pass,1,1,123,1.3
qwen35,c,glob_match,pass,pass,1,1,176,1.8
qwen35,c,is_prime,pass,pass,1,1,103,1.1
qwen35,c,itoa,compile_error,pass,4,4,2394,23.3
qwen35,c,max_subarray,pass,pass,1,1,128,1.3
qwen35,c,parse_csv_ints,compile_error,pass,2,2,760,7.5
qwen35,c,popcount,pass,pass,1,1,51,0.6
qwen35,c,reverse_string,pass,pass,1,1,118,3.1
qwen35,c,ring,pass,pass,1,1,222,2.2
qwen35,c,rot13,pass,pass,1,1,125,1.3
qwen35,c,rpn_eval,pass,pass,1,1,465,4.5
qwen35,c,stack,pass,pass,1,1,161,1.7
qwen35,c,trim,pass,pass,1,1,157,1.6
qwen35,python,csv_column_sum,fail,pass,2,2,266,3.1
qwen35,python,deep_get,pass,pass,1,1,67,0.8
qwen35,python,flatten,pass,pass,1,1,24,2.4
qwen35,python,is_valid_ipv4,pass,pass,1,1,121,1.4
qwen35,python,json_diff,fail,fail,0,5,1296,14.4
qwen35,python,lru_cache,pass,pass,1,1,161,1.8
qwen35,python,merge_intervals,pass,pass,1,1,160,1.8
qwen35,python,parse_json_safely,pass,pass,1,1,43,0.5
qwen35,python,run_length_encode,pass,pass,1,1,107,1.2
qwen35,python,top_k_words,pass,pass,1,1,88,1.0
qwen35,python,topological_sort,pass,pass,1,1,310,3.2
qwen36-27b,bash,backup_rotate,pass,pass,1,1,231,10.6
qwen36-27b,bash,count_matches,pass,pass,1,1,59,2.7
qwen36-27b,bash,csv_col,pass,pass,1,1,154,7.1
qwen36-27b,bash,extract_urls,fail,pass,2,2,70,3.7
qwen36-27b,bash,find_dupes,pass,pass,1,1,620,26.8
qwen36-27b,bash,json_get,pass,pass,1,1,55,2.7
qwen36-27b,bash,largest_file,fail,fail,0,5,290,13.5
qwen36-27b,bash,retry3,fail,fail,0,5,350,16.2
qwen36-27b,bash,rotate,pass,pass,1,1,58,2.9
qwen36-27b,bash,sum_stdin,pass,pass,1,1,62,3.0
qwen36-27b,bash,top_errors,fail,fail,0,5,786,35.9
qwen36-27b,c,atoi_strict,wrong_answer,wrong_answer,0,5,1620,69.9
qwen36-27b,c,binary_search,pass,pass,1,1,130,5.8
qwen36-27b,c,bswap32,pass,pass,1,1,120,5.5
qwen36-27b,c,cmp_desc,wrong_answer,wrong_answer,0,5,1103,49.6
qwen36-27b,c,count_words,compile_error,pass,2,2,244,11.4
qwen36-27b,c,csv_field,wrong_answer,wrong_answer,0,5,3275,139.5
qwen36-27b,c,fizzbuzz,pass,pass,1,1,122,5.5
qwen36-27b,c,glob_match,pass,pass,1,1,204,8.9
qwen36-27b,c,is_prime,pass,pass,1,1,123,5.5
qwen36-27b,c,itoa,pass,pass,1,1,422,18.6
qwen36-27b,c,max_subarray,pass,pass,1,1,128,5.8
qwen36-27b,c,parse_csv_ints,pass,pass,1,1,355,15.7
qwen36-27b,c,popcount,pass,pass,1,1,133,6.0
qwen36-27b,c,reverse_string,compile_error,pass,2,2,274,12.8
qwen36-27b,c,ring,pass,pass,1,1,215,9.6
qwen36-27b,c,rot13,pass,pass,1,1,119,5.4
qwen36-27b,c,rpn_eval,pass,pass,1,1,324,13.9
qwen36-27b,c,stack,pass,pass,1,1,156,7.1
qwen36-27b,c,trim,compile_error,pass,2,2,488,22.8
qwen36-27b,python,csv_column_sum,pass,pass,1,1,127,5.6
qwen36-27b,python,deep_get,pass,pass,1,1,65,3.1
qwen36-27b,python,flatten,pass,pass,1,1,24,2.8
qwen36-27b,python,is_valid_ipv4,pass,pass,1,1,127,5.7
qwen36-27b,python,json_diff,pass,pass,1,1,204,8.8
qwen36-27b,python,lru_cache,pass,pass,1,1,157,7.0
qwen36-27b,python,merge_intervals,pass,pass,1,1,170,7.5
qwen36-27b,python,parse_json_safely,pass,pass,1,1,43,2.3
qwen36-27b,python,run_length_encode,pass,pass,1,1,107,4.7
qwen36-27b,python,top_k_words,pass,pass,1,1,90,4.1
qwen36-27b,python,topological_sort,pass,pass,1,1,330,14.1
qwen36-35b,bash,backup_rotate,pass,pass,1,1,230,2.5
qwen36-35b,bash,count_matches,fail,pass,2,2,129,1.7
qwen36-35b,bash,csv_col,pass,pass,1,1,236,2.5
qwen36-35b,bash,extract_urls,fail,fail,0,5,232,3.0
qwen36-35b,bash,find_dupes,fail,fail,0,5,2628,27.4
qwen36-35b,bash,json_get,pass,pass,1,1,39,0.6
qwen36-35b,bash,largest_file,fail,pass,3,3,161,2.2
qwen36-35b,bash,retry3,pass,pass,1,1,104,1.2
qwen36-35b,bash,rotate,pass,pass,1,1,58,0.8
qwen36-35b,bash,sum_stdin,pass,pass,1,1,171,1.9
qwen36-35b,bash,top_errors,fail,fail,0,5,674,7.5
qwen36-35b,c,atoi_strict,compile_error,pass,3,3,1169,12.5
qwen36-35b,c,binary_search,pass,pass,1,1,130,1.3
qwen36-35b,c,bswap32,pass,pass,1,1,83,1.0
qwen36-35b,c,cmp_desc,pass,pass,1,1,80,1.0
qwen36-35b,c,count_words,compile_error,pass,2,2,262,2.8
qwen36-35b,c,csv_field,pass,pass,1,1,584,6.1
qwen36-35b,c,fizzbuzz,pass,pass,1,1,121,1.3
qwen36-35b,c,glob_match,compile_error,pass,2,2,430,4.8
qwen36-35b,c,is_prime,pass,pass,1,1,123,1.3
qwen36-35b,c,itoa,pass,pass,1,1,267,2.6
qwen36-35b,c,max_subarray,pass,pass,1,1,116,1.2
qwen36-35b,c,parse_csv_ints,compile_error,pass,2,2,772,8.2
qwen36-35b,c,popcount,pass,pass,1,1,52,0.6
qwen36-35b,c,reverse_string,pass,pass,1,1,101,3.1
qwen36-35b,c,ring,pass,pass,1,1,222,2.3
qwen36-35b,c,rot13,pass,pass,1,1,147,1.5
qwen36-35b,c,rpn_eval,pass,pass,1,1,491,5.0
qwen36-35b,c,stack,pass,pass,1,1,161,1.7
qwen36-35b,c,trim,compile_error,wrong_answer,0,5,849,8.9
qwen36-35b,python,csv_column_sum,fail,pass,2,2,271,3.1
qwen36-35b,python,deep_get,pass,pass,1,1,60,0.8
qwen36-35b,python,flatten,pass,pass,1,1,24,5.5
